player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Tyler Allgeier,RB,ATL,NA,10.1,42.68,NA,0.26,NA,1.19,9.18,NA,NA,0.06,NA,7.07,NA,tyler-allgeier,NumberFire,15712,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,12.71,#19,98,33,7.72,6000,1.29,8.32,5000,1.66,7.72,14,0.55
Zach Charbonnet,RB,SEA,NA,8.1,33.55,NA,0.24,NA,1.7,12.11,NA,NA,0.07,NA,6.42,NA,zach-charbonnet,NumberFire,16169,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,11.85,#16,108,34,7.26,6100,1.19,8.12,6400,1.27,7.26,22,0.33
Jaleel McLaughlin,RB,DEN,NA,8.82,36.83,NA,0.22,NA,1.84,10.99,NA,NA,0.06,NA,6.41,NA,jaleel-mclaughlin,NumberFire,16390,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,11.84,#20,109,35,7.3,5100,1.43,8.26,4300,1.92,7.3,11,0.66
Dare Ogunbowale,RB,HOU,NA,7.1,28.43,NA,0.21,NA,2.13,16.34,NA,NA,0.11,NA,6.35,NA,dare-ogunbowale,NumberFire,13148,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,11.76,#8,112,36,7.36,5000,1.47,8.48,4800,1.77,7.36,10,0.74
Chase Brown,RB,CIN,NA,8.13,33.56,NA,0.21,NA,1.79,12.25,NA,NA,0.08,NA,6.22,NA,chase-brown,NumberFire,16181,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,11.59,#21,116,37,7.12,6100,1.17,8.06,5600,1.44,7.12,18,0.4
Braelon Allen,RB,NYJ,NA,9.61,38.52,NA,0.19,NA,1.23,8.62,NA,NA,0.04,NA,6.09,NA,braelon-allen,NumberFire,16596,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,11.41,#1,121,38,6.67,6000,1.11,7.31,5300,1.38,6.67,17,0.39
Roschon Johnson,RB,CHI,NA,8.01,32.93,NA,0.22,NA,1.81,11.04,NA,NA,0.07,NA,6.08,NA,roschon-johnson,NumberFire,16175,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,11.4,#28,122,39,6.96,5800,1.2,7.91,4900,1.61,6.96,15,0.46
Emanuel Wilson,RB,GB,NA,8.7,35.72,NA,0.22,NA,1.03,6.82,NA,NA,0.05,NA,5.77,NA,emanuel-wilson,NumberFire,16432,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,10.99,#31,126,40,6.23,5200,1.2,6.82,4400,1.55,6.23,12,0.52
Eric Gray,RB,NYG,NA,8.6,34.82,NA,0.23,NA,1.19,7.35,NA,NA,0.04,NA,5.5,NA,eric-gray,NumberFire,16173,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,10.63,#9,128,41,6.07,4200,1.45,6.85,4000,1.71,6.07,10,0.61
Justice Hill,RB,BAL,NA,2.6,11.1,NA,0.07,NA,3.53,29.18,NA,NA,0.17,NA,5.39,NA,justice-hill,NumberFire,14086,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,10.48,#26,130,42,7.15,5900,1.21,8.97,5300,1.69,7.15,17,0.42
Ty Chandler,RB,MIN,NA,7.38,30.18,NA,0.22,NA,1.06,7.22,NA,NA,0.04,NA,5.32,NA,ty-chandler,NumberFire,15723,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,10.39,#10,132,43,5.81,5100,1.14,6.35,4600,1.38,5.81,15,0.39
Tank Bigsby,RB,JAC,NA,8.12,32.81,NA,0.26,NA,0.51,3.6,NA,NA,0.02,NA,5.2,NA,tank-bigsby,NumberFire,16164,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,10.23,#22,134,44,5.44,5800,0.94,5.76,5900,0.98,5.44,11,0.49
Miles Sanders,RB,CAR,NA,7.28,33.91,NA,0.17,NA,0.96,6.48,NA,NA,0.04,NA,5.17,NA,miles-sanders,NumberFire,14079,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,10.19,#5,135,45,5.68,5300,1.07,6.21,4900,1.27,5.68,10,0.57
Samaje Perine,RB,KC,NA,3.92,15.97,NA,0.1,NA,2.63,20.78,NA,NA,0.14,NA,5,NA,samaje-perine,NumberFire,13133,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,9.97,#4,140,46,6.33,5500,1.15,7.7,5200,1.48,6.33,12,0.53
D'Onta Foreman,RB,CLE,NA,7.95,33.45,NA,0.18,NA,0.73,5.2,NA,NA,0.03,NA,4.95,NA,d-onta-foreman,NumberFire,13134,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.9,#32,141,47,5.35,5100,1.05,5.79,4200,1.38,5.35,10,0.54
Clyde Edwards-Helaire,RB,KC,NA,5.94,24.72,NA,0.17,NA,1.21,9.9,NA,NA,0.06,NA,4.84,NA,clyde-edwards-helaire,NumberFire,14803,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,9.75,#4,143,48,5.45,4000,1.36,6.05,4000,1.51,5.45,NA,NA
Raheem Mostert,RB,MIA,NA,6.34,30.5,NA,0.23,NA,0.44,3.01,NA,NA,0.01,NA,4.66,NA,raheem-mostert,NumberFire,12447,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,9.52,#25,149,49,4.89,5700,0.86,5.17,6200,0.83,4.89,22,0.22
Ezekiel Elliott,RB,DAL,NA,5.99,23.57,NA,0.17,NA,0.87,5.62,NA,NA,0.04,NA,4.13,NA,ezekiel-elliott,NumberFire,12625,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,8.81,#7,158,50,4.55,5600,0.81,5.02,4700,1.07,4.55,16,0.28
Jamaal Williams,RB,NO,NA,5.08,20.42,NA,0.14,NA,1.08,6.4,NA,NA,0.05,NA,3.76,NA,jamaal-williams,NumberFire,13139,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,8.32,#12,170,51,4.32,5000,0.86,4.88,4300,1.13,4.32,10,0.43
Ronnie Rivers,RB,LA,NA,4.27,17.29,NA,0.11,NA,1.1,8.31,NA,NA,0.05,NA,3.46,NA,ronnie-rivers,NumberFire,15726,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.92,#13,175,52,4.01,5000,0.8,4.59,4000,1.15,4.01,10,0.4
Trey Benson,RB,ARI,NA,5.14,20.59,NA,0.11,NA,0.51,3.42,NA,NA,0.02,NA,3.14,NA,trey-benson,NumberFire,16594,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,7.5,#11,183,53,3.38,4900,0.69,3.66,4700,0.78,3.38,10,0.34
Aaron Shampklin,RB,PIT,NA,3.93,15.85,NA,0.11,NA,0.79,5.56,NA,NA,0.04,NA,3.01,NA,aaron-shampklin,NumberFire,16932,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.31,7.33,#24,190,54,3.36,NA,NA,3.79,4000,0.95,3.36,10,0.34
Ameer Abdullah,RB,LV,NA,3.75,15.48,NA,0.07,NA,1.06,7.3,NA,NA,0.04,NA,2.89,NA,ameer-abdullah,NumberFire,12155,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,7.17,#2,191,55,3.41,4100,0.83,3.97,4000,0.99,3.41,10,0.34
Ray Davis,RB,BUF,NA,4.41,17.19,NA,0.1,NA,0.64,4.57,NA,NA,0.03,NA,2.89,NA,ray-davis,NumberFire,16603,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,7.17,#17,191,55,3.24,5700,0.57,3.58,4200,0.85,3.24,10,0.32
Kendre Miller,RB,NO,NA,2.9,11.77,NA,0.06,NA,1.27,9.06,NA,NA,0.06,NA,2.75,NA,kendre-miller,NumberFire,16171,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48,6.98,#12,197,57,3.4,4000,0.85,4.05,4000,1.01,3.4,NA,NA
Jaylen Wright,RB,MIA,NA,3.46,13.57,NA,0.08,NA,0.54,3.38,NA,NA,0.02,NA,2.19,NA,jaylen-wright,NumberFire,16610,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,6.24,#25,210,58,2.51,4700,0.53,2.81,4700,0.6,2.51,10,0.25
Isaac Guerendo,RB,SF,NA,3.55,14.59,NA,0.1,NA,0.12,0.79,NA,NA,0.01,NA,2.15,NA,isaac-guerendo,NumberFire,16688,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88,6.18,#30,211,59,2.18,4600,0.47,2.28,4100,0.56,2.18,10,0.22
Hunter Luepke,RB,DAL,NA,1.25,5,NA,0.03,NA,1.25,9.51,NA,NA,0.06,NA,1.94,NA,hunter-luepke,NumberFire,16391,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.91,#7,216,60,2.58,4200,0.61,3.22,4000,0.81,2.58,10,0.26
Ty Johnson,RB,BUF,NA,1.6,6.48,NA,0.03,NA,0.84,6.8,NA,NA,0.04,NA,1.74,NA,ty-johnson,NumberFire,14095,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.64,#17,220,61,2.13,5200,0.41,2.57,4300,0.6,2.13,10,0.21
Dylan Laube,RB,LV,NA,2.91,12.16,NA,0.06,NA,0.21,1.45,NA,NA,0.01,NA,1.72,NA,dylan-laube,NumberFire,16613,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.61,#2,221,62,1.85,4000,0.46,1.97,4000,0.49,1.85,10,0.19
Carson Steele,RB,KC,NA,2.16,8.79,NA,0.06,NA,0.49,2.92,NA,NA,0.02,NA,1.61,NA,carson-steele,NumberFire,16612,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,5.47,#4,223,63,1.86,5200,0.36,2.12,4800,0.44,1.86,10,0.19
JaMycal Hasty,RB,NE,NA,2.5,10.05,NA,0.06,NA,0.3,2.42,NA,NA,0.01,NA,1.6,NA,jamycal-hasty,NumberFire,14821,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,5.45,#14,227,64,1.76,4300,0.41,1.94,4100,0.47,1.76,10,0.18
Kyle Juszczyk,RB,SF,NA,0.59,2.41,NA,0.02,NA,0.75,6.42,NA,NA,0.06,NA,1.32,NA,kyle-juszczyk,NumberFire,11367,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,5.08,#30,235,65,1.72,4200,0.41,2.1,4000,0.53,1.72,10,0.17
Emari Demercado,RB,ARI,NA,0.9,3.72,NA,0.02,NA,0.85,5.6,NA,NA,0.03,NA,1.25,NA,emari-demercado,NumberFire,16385,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.49,4.99,#11,236,66,1.64,4900,0.33,2.07,4000,0.52,1.64,10,0.16
D'Ernest Johnson,RB,JAC,NA,1.38,5.71,NA,0.04,NA,0.25,1.9,NA,NA,0.01,NA,1.06,NA,d-ernest-johnson,NumberFire,14331,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.74,#22,245,67,1.17,4400,0.27,1.3,4800,0.27,1.17,10,0.12
Jeremy McNichols,RB,WSH,NA,0.61,2.51,NA,0.02,NA,0.46,3.18,NA,NA,0.02,NA,0.79,NA,jeremy-mcnichols,NumberFire,13143,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,4.38,#15,250,68,1.04,5500,0.19,1.27,4600,0.28,1.04,10,0.1
Deuce Vaughn,RB,DAL,NA,0.5,1.97,NA,0.01,NA,0.5,3.66,NA,NA,0.02,NA,0.76,NA,deuce-vaughn,NumberFire,16176,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82,4.34,#7,251,69,0.97,4100,0.24,1.23,4000,0.31,0.97,10,0.1
Jeff Wilson,RB,MIA,NA,0.72,3.04,NA,0.02,NA,0.32,2.09,NA,NA,0.01,NA,0.68,NA,jeff-wilson,NumberFire,14017,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,4.23,#25,255,70,0.83,5100,0.16,1,5300,0.19,0.83,10,0.08
Sean Tucker,RB,TB,NA,0.76,3,NA,0.02,NA,0.24,1.71,NA,NA,0.01,NA,0.62,NA,sean-tucker,NumberFire,16166,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,4.15,#18,259,71,0.75,4300,0.17,0.88,4000,0.22,0.75,10,0.08
Patrick Ricard,RB,BAL,NA,0.16,0.66,NA,0,NA,0.43,3.33,NA,NA,0.03,NA,0.57,NA,patrick-ricard,NumberFire,13455,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.09,#26,264,72,0.79,4200,0.19,1.01,4000,0.25,0.79,10,0.08
Blake Corum,RB,LA,NA,0.53,2.16,NA,0.01,NA,0.25,1.96,NA,NA,0.01,NA,0.56,NA,blake-corum,NumberFire,16593,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.07,#13,265,73,0.66,4600,0.14,0.78,4500,0.17,0.66,10,0.07
Dalvin Cook,RB,DAL,NA,0.5,2.2,NA,0.01,NA,0.25,1.8,NA,NA,0.01,NA,0.52,NA,dalvin-cook,NumberFire,13128,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,4.02,#7,268,74,0.63,4000,0.16,0.76,4000,0.19,0.63,NA,NA
Alec Ingold,RB,MIA,NA,0.29,1.11,NA,0.01,NA,0.44,2.88,NA,NA,0.01,NA,0.51,NA,alec-ingold,NumberFire,14420,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,4.01,#25,269,75,0.74,4100,0.18,0.96,4000,0.24,0.74,10,0.07
Michael Burton,RB,DEN,NA,0.15,0.59,NA,0,NA,0.44,2.9,NA,NA,0.02,NA,0.47,NA,michael-burton,NumberFire,12325,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.95,#20,275,76,0.69,4200,0.16,0.91,4000,0.23,0.69,10,0.07
DeeJay Dallas,RB,ARI,NA,0.26,1.04,NA,0.01,NA,0.25,1.61,NA,NA,0.01,NA,0.35,NA,deejay-dallas,NumberFire,14815,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#11,277,77,0.49,4100,0.12,0.63,4000,0.16,0.49,10,0.05
Pierre Strong Jr.,RB,CLE,NA,0.42,1.76,NA,0.01,NA,0.12,0.77,NA,NA,0,NA,0.33,NA,pierre-strong-jr,NumberFire,15733,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.11,3.77,#32,281,78,0.37,4200,0.09,0.43,4000,0.11,0.37,10,0.04
British Brooks,RB,HOU,NA,0.27,1.1,NA,0.01,NA,0.13,0.95,NA,NA,0.01,NA,0.29,NA,british-brooks,NumberFire,16816,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.14,3.72,#8,284,79,0.39,4100,0.1,0.46,4000,0.12,0.39,10,0.04
Khalil Herbert,RB,CHI,NA,0.29,1.26,NA,0.01,NA,0.12,0.72,NA,NA,0,NA,0.27,NA,khalil-herbert,NumberFire,15271,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.15,3.69,#28,287,80,0.32,4800,0.07,0.38,4500,0.08,0.32,10,0.03
Mike Boone,RB,CAR,NA,0.14,0.58,NA,0,NA,0.12,0.99,NA,NA,0.01,NA,0.21,NA,mike-boone,NumberFire,13868,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.19,3.61,#5,292,81,0.28,4000,0.07,0.34,4000,0.09,0.28,10,0.03
Kenny McIntosh,RB,SEA,NA,0.14,0.56,NA,0,NA,0.13,0.92,NA,NA,0.01,NA,0.2,NA,kenny-mcintosh,NumberFire,16170,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,3.6,#16,293,82,0.27,4200,0.06,0.34,4400,0.08,0.27,10,0.03
Adam Prentice,RB,NO,NA,0.15,0.59,NA,0,NA,0.12,0.76,NA,NA,0.01,NA,0.18,NA,adam-prentice,NumberFire,15650,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.21,3.57,#12,295,83,0.26,4000,0.07,0.32,4000,0.08,0.26,10,0.03
Reggie Gilliam,RB,BUF,NA,0,0,NA,0,NA,0.12,0.9,NA,NA,0.01,NA,0.13,NA,reggie-gilliam,NumberFire,15103,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.24,3.5,#17,311,84,0.21,4200,0.05,0.27,4000,0.07,0.21,10,0.02
Kyren Williams,RB,LAR,NA,NA,80.11,NA,0.67,NA,2.52,18.73,NA,NA,0.07,0.15,16.54,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,64.3,NA,0.42,NA,3.87,28.64,NA,NA,0.14,0.07,16.38,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,NA,88.91,NA,0.63,NA,1.55,11.4,NA,NA,0.12,0.08,15.92,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,84.55,NA,0.8,NA,1.28,9.28,NA,NA,0.07,0.07,15.74,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,62.31,NA,0.44,NA,3.58,26.71,NA,NA,0.13,0.12,15.66,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,63.08,NA,0.46,NA,3.38,25.08,NA,NA,0.12,0.1,15.48,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,52.4,NA,0.4,NA,3.44,25.66,NA,NA,0.12,0.08,14.21,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,NA,59.33,NA,0.41,NA,2.95,21.86,NA,NA,0.13,0.08,14.15,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,67.51,NA,0.5,NA,2.16,15.8,NA,NA,0.07,0.09,13.73,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,NA,62.73,NA,0.48,NA,2.39,17.25,NA,NA,0.06,0.06,13.51,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,55.77,NA,0.38,NA,3.12,23.43,NA,NA,0.07,0.12,13.5,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,NA,66.32,NA,0.53,NA,1.88,13.94,NA,NA,0.06,0.07,13.31,NA,2557978,NFL,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,61.06,NA,0.42,NA,2.29,16.41,NA,NA,0.07,0.07,12.84,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,NA,68.02,NA,0.4,NA,2.07,14.45,NA,NA,0.04,0.08,12.8,NA,2566448,NFL,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,60.91,NA,0.4,NA,1.94,16.99,NA,NA,0.12,0.07,12.71,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,NA,59.84,NA,0.43,NA,1.82,13.33,NA,NA,0.06,0.06,11.96,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,NA,58.76,NA,0.3,NA,2.22,16.3,NA,NA,0.06,0.07,11.75,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,NA,50.58,NA,0.29,NA,2.47,17.76,NA,NA,0.08,0.06,11.4,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,NA,49.5,NA,0.39,NA,1.98,15.13,NA,NA,0.09,NA,11.32,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,CIN,NA,NA,43.86,NA,0.35,NA,2.52,18.24,NA,NA,0.08,NA,11.31,NA,2563617,NFL,14798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,50.95,NA,0.34,NA,2.04,15.04,NA,NA,0.06,0.05,10.94,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,NA,41.54,NA,0.23,NA,2.96,21.12,NA,NA,0.07,0.07,10.89,NA,2567469,NFL,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,NA,54.32,NA,0.36,NA,1.47,10.99,NA,NA,0.04,0.03,10.34,NA,2566544,NFL,15257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,LV,NA,NA,46.31,NA,0.28,NA,2.23,15.9,NA,NA,0.07,0.14,10.27,NA,2562682,NFL,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
