player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Noah Brown,WR,DAL,NA,NA,2.91,35.44,NA,NA,0.23,0,0,NA,0,NA,4.9,NA,noah-brown,NumberFire,13172,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,9.73,#16,156,57,6.36,7.83,3700,2.12,6.36,15,0.42,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,NA,2.88,37.16,NA,NA,0.14,0.28,1.65,NA,0.01,NA,4.76,NA,treylon-burks,NumberFire,15752,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,9.55,#4,158,58,6.2,7.66,4200,1.82,6.2,12,0.52,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,NA,2.7,29.41,NA,NA,0.23,0.54,2.8,NA,0.03,NA,4.75,NA,kadarius-toney,NumberFire,15289,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,9.53,#8,159,59,6.09,7.47,4200,1.78,6.09,10,0.61,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,NA,3.24,34.78,NA,NA,0.2,0,0,NA,0,NA,4.61,NA,isaiah-hodgins,NumberFire,14849,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,9.34,#14,162,60,6.24,7.9,4500,1.76,6.24,15,0.42,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAC,NA,NA,2.73,31.95,NA,NA,0.22,0,0,NA,0,NA,4.55,NA,marvin-jones,NumberFire,10738,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,9.26,#26,164,61,5.9,7.27,3600,2.02,5.9,10,0.59,NA,NA,NA,NA,NA,NA
Russell Gage,WR,TB,NA,NA,3.36,34.24,NA,NA,0.19,0,0,NA,0,NA,4.51,NA,russell-gage,NumberFire,13809,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,9.21,#18,165,62,6.2,7.91,3800,2.08,6.2,14,0.44,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,2.66,31.05,NA,NA,0.19,0.25,1.37,NA,0.01,NA,4.43,NA,k-j-osborn,NumberFire,14977,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,9.1,#19,167,63,5.73,7.09,4600,1.54,5.73,13,0.44,NA,NA,NA,NA,NA,NA
Equanimeous St. Brown,WR,CHI,NA,NA,2.25,33.64,NA,NA,0.18,0,0,NA,0,NA,4.41,NA,equanimeous-st-brown,NumberFire,13637,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,9.07,#32,170,64,5.53,6.68,3600,1.86,5.53,10,0.55,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,LAC,NA,NA,3.02,32.46,NA,NA,0.2,0,0,NA,0,NA,4.41,NA,josh-palmer,NumberFire,15319,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,9.07,#13,170,64,5.94,7.47,5300,1.41,5.94,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,2.71,31.59,NA,NA,0.22,0,0,NA,0,NA,4.41,NA,jauan-jennings,NumberFire,14860,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,9.07,#31,170,64,5.79,7.18,3600,1.99,5.79,11,0.53,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,NA,2.56,33.49,NA,NA,0.17,0,0,NA,0,NA,4.38,NA,devante-parker,NumberFire,12176,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,9.03,#21,173,67,5.65,6.94,3700,1.88,5.65,14,0.4,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,NA,3.08,35.71,NA,NA,0.14,0,0,NA,0,NA,4.37,NA,robert-woods-1,NumberFire,11228,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9.02,#4,174,68,5.93,7.49,3900,1.92,5.93,10,0.59,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.66,34.31,NA,NA,0.16,0,0,NA,0,NA,4.35,NA,alec-pierce,NumberFire,15768,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,8.99,#27,175,69,5.68,7.04,3900,1.81,5.68,10,0.57,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,BAL,NA,NA,3.12,31.91,NA,NA,0.2,0,0,NA,0,NA,4.31,NA,demarcus-robinson,NumberFire,12785,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,8.94,#12,176,70,5.89,7.49,4000,1.87,5.89,15,0.39,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,BUF,NA,NA,2.57,27.4,NA,NA,0.21,0.55,2.94,NA,0.03,NA,4.28,NA,isaiah-mckenzie-1,NumberFire,13313,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,8.9,#10,177,71,5.62,6.98,3600,1.94,5.62,12,0.47,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,2.61,32.27,NA,NA,0.17,0,0,NA,0,NA,4.24,NA,tyler-lockett,NumberFire,12187,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36,8.84,#3,179,72,5.51,6.84,6600,1.04,5.51,21,0.26,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,NYJ,NA,NA,2.47,29.27,NA,NA,0.18,0.29,1.73,NA,0.02,NA,4.24,NA,elijah-moore,NumberFire,15288,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36,8.84,#28,179,72,5.52,6.77,3500,1.93,5.52,10,0.55,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,CHI,NA,NA,2.1,30.37,NA,NA,0.2,0,0,NA,0,NA,4.13,NA,dante-pettis,NumberFire,13634,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,8.69,#32,182,74,5.19,6.29,3700,1.7,5.19,10,0.52,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,NA,3.12,32.61,NA,NA,0.16,0,0,NA,0,NA,4.07,NA,hunter-renfrow,NumberFire,14123,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,8.61,#2,184,75,5.62,7.27,4000,1.82,5.62,11,0.51,NA,NA,NA,NA,NA,NA
Phillip Dorsett,WR,HOU,NA,NA,2.47,30.38,NA,NA,0.18,0,0,NA,0,NA,4.06,NA,phillip-dorsett,NumberFire,12188,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,8.6,#25,185,76,5.31,6.58,3200,2.06,5.31,10,0.53,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,NE,NA,NA,2.36,30.01,NA,NA,0.18,0,0,NA,0,NA,4.05,NA,nelson-agholor,NumberFire,12181,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49,8.59,#21,186,77,5.22,6.43,3300,1.95,5.22,10,0.52,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,2.11,28.36,NA,NA,0.19,0,0,NA,0,NA,3.86,NA,kalif-raymond,NumberFire,13066,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,8.33,#29,188,78,4.89,6.02,3100,1.94,4.89,10,0.49,NA,NA,NA,NA,NA,NA
DeSean Jackson,WR,BAL,NA,NA,1.79,29.7,NA,NA,0.13,0,0,NA,0,NA,3.74,NA,desean-jackson,NumberFire,9075,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.17,#12,189,79,4.63,5.53,3100,1.78,4.63,10,0.46,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,2.3,29.13,NA,NA,0.11,0.27,1.46,NA,0.01,NA,3.73,NA,rashid-shaheed,NumberFire,16080,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.15,#9,190,80,4.83,6.03,4000,1.51,4.83,13,0.37,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,NA,1.96,24.78,NA,NA,0.12,0.58,3.21,NA,0.04,NA,3.72,NA,kendrick-bourne,NumberFire,13418,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,8.14,#21,191,81,4.68,5.69,3500,1.63,4.68,13,0.36,NA,NA,NA,NA,NA,NA
Julio Jones,WR,TB,NA,NA,2.08,26.74,NA,NA,0.12,0.26,1.48,NA,0.01,NA,3.61,NA,julio-jones,NumberFire,10271,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,7.99,#18,193,82,4.62,5.67,3900,1.45,4.62,10,0.46,NA,NA,NA,NA,NA,NA
Terrace Marshall Jr.,WR,CAR,NA,NA,2.23,27.96,NA,NA,0.13,0,0,NA,0,NA,3.58,NA,terrace-marshall-jr,NumberFire,15308,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,7.95,#5,194,83,4.67,5.8,3600,1.61,4.67,11,0.42,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,LA,NA,NA,2.25,23.26,NA,NA,0.12,0.8,4.17,NA,0.03,NA,3.51,NA,brandon-powell,NumberFire,13910,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.84,7.86,#17,197,84,4.65,5.83,3000,1.94,4.65,10,0.47,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,NA,1.99,23.67,NA,NA,0.14,0.3,1.66,NA,0.02,NA,3.44,NA,quez-watkins,NumberFire,14992,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,7.76,#15,200,85,4.45,5.46,3300,1.65,4.45,12,0.37,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,NA,1.86,25.19,NA,NA,0.12,0.26,1.43,NA,0.01,NA,3.42,NA,marquise-goodwin-1,NumberFire,11239,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,7.73,#3,202,86,4.35,5.29,4400,1.2,4.35,10,0.44,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,1.82,23.49,NA,NA,0.17,0,0,NA,0,NA,3.35,NA,christian-watson,NumberFire,15789,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,7.64,#20,204,87,4.26,5.18,5900,0.88,4.26,21,0.2,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,NA,2.03,22.29,NA,NA,0.14,0.29,1.58,NA,0.02,NA,3.28,NA,tyquan-thornton,NumberFire,15787,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.54,#21,205,88,4.3,5.35,3000,1.78,4.3,10,0.43,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,MIA,NA,NA,1.85,22.55,NA,NA,0.12,0,0,NA,0,NA,2.93,NA,trent-sherfield,NumberFire,13893,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.21,7.07,#1,211,89,3.88,4.82,3200,1.51,3.88,10,0.39,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud,WR,SF,NA,NA,1.78,16.48,NA,NA,0.12,0.87,4.45,NA,0.05,NA,2.92,NA,ray-ray-mccloud,NumberFire,13641,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,7.06,#31,212,90,3.78,4.78,NA,NA,3.78,NA,NA,NA,NA,NA,NA,NA,NA
Velus Jones,WR,CHI,NA,NA,1.59,21.61,NA,NA,0.13,0,0,NA,0,NA,2.88,NA,velus-jones,NumberFire,15767,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7,#32,214,91,3.66,4.49,3000,1.5,3.66,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,1.78,23.51,NA,NA,0.09,0,0,NA,0,NA,2.87,NA,nick-westbrook-ikhine,NumberFire,15109,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25,6.99,#4,215,92,3.74,4.65,3600,1.29,3.74,10,0.37,NA,NA,NA,NA,NA,NA
Marquez Callaway,WR,NO,NA,NA,1.82,21.69,NA,NA,0.1,0,0,NA,0,NA,2.74,NA,marquez-callaway,NumberFire,15034,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,6.81,#9,219,93,3.66,4.58,3000,1.53,3.66,10,0.37,NA,NA,NA,NA,NA,NA
Laviska Shenault,WR,CAR,NA,NA,2.01,20.5,NA,NA,0.1,0,0,NA,0,NA,2.67,NA,laviska-shenault,NumberFire,14838,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.38,6.72,#5,220,94,3.64,4.65,3200,1.45,3.64,10,0.36,NA,NA,NA,NA,NA,NA
Laquon Treadwell,WR,SEA,NA,NA,1.91,20.72,NA,NA,0.1,0,0,NA,0,NA,2.61,NA,laquon-treadwell,NumberFire,12645,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42,6.64,#3,221,95,3.59,4.56,3000,1.52,3.59,10,0.36,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,1.9,20,NA,NA,0.07,0,0,NA,0,NA,2.39,NA,greg-dortch,NumberFire,14108,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,6.34,#30,225,96,3.31,4.29,3000,1.43,3.31,10,0.33,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,LAC,NA,NA,1.16,13.69,NA,NA,0.07,0.83,4.45,NA,0.05,NA,2.39,NA,deandre-carter,NumberFire,12394,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,6.34,#13,225,96,2.95,3.61,3500,1.03,2.95,10,0.3,NA,NA,NA,NA,NA,NA
Steven Sims,WR,PIT,NA,NA,1.4,14.68,NA,NA,0.06,0.86,4.74,NA,0.03,NA,2.38,NA,steven-sims,NumberFire,14613,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,6.33,#11,227,98,3.06,3.82,3000,1.27,3.06,10,0.31,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,CHI,NA,NA,1.21,17.25,NA,NA,0.1,0,0,NA,0,NA,2.32,NA,byron-pringle,NumberFire,13863,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.25,#32,228,99,2.89,3.52,3500,1.01,2.89,14,0.21,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,1.4,16.39,NA,NA,0.12,0,0,NA,0,NA,2.3,NA,skyy-moore,NumberFire,15766,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.62,6.22,#8,229,100,3,3.73,3000,1.24,3,10,0.3,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,NA,1.51,18.25,NA,NA,0.09,0,0,NA,0,NA,2.28,NA,shi-smith,NumberFire,15298,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63,6.19,#5,230,101,3.04,3.84,3000,1.28,3.04,10,0.3,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,NA,1.44,16.74,NA,NA,0.07,0,0,NA,0,NA,2.1,NA,david-bell,NumberFire,15758,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#7,236,102,2.79,3.52,3000,1.17,2.79,10,0.28,NA,NA,NA,NA,NA,NA
James Proche,WR,BAL,NA,NA,1.42,16.56,NA,NA,0.08,0,0,NA,0,NA,2.1,NA,james-proche,NumberFire,14848,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#12,236,102,2.81,3.54,NA,NA,2.81,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,NA,1.11,13.31,NA,NA,0.11,0,0,NA,0,NA,1.95,NA,justin-watson-1,NumberFire,13776,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.75,#8,244,104,2.53,3.09,3000,1.03,2.53,10,0.25,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,NYJ,NA,NA,0.81,7.72,NA,NA,0.05,0.88,5.23,NA,0.05,NA,1.88,NA,braxton-berrios,NumberFire,13638,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,5.65,#28,248,105,2.26,2.69,3000,0.9,2.26,10,0.23,NA,NA,NA,NA,NA,NA
Mecole Hardman,WR,KC,NA,NA,1.11,12.51,NA,NA,0.11,0,0,NA,0,NA,1.86,NA,mecole-hardman,NumberFire,14113,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,5.62,#8,250,106,2.43,3,3600,0.83,2.43,11,0.22,NA,NA,NA,NA,NA,NA
Jalen Virgil,WR,DEN,NA,NA,1.12,15.07,NA,NA,0.06,0,0,NA,0,NA,1.85,NA,jalen-virgil,NumberFire,15996,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.91,5.61,#24,251,107,2.39,2.97,3000,0.99,2.39,10,0.24,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,NA,1.17,14.51,NA,NA,0.06,0,0,NA,0,NA,1.81,NA,a-j-green,NumberFire,10261,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.56,#30,254,108,2.38,2.97,3200,0.93,2.38,10,0.24,NA,NA,NA,NA,NA,NA
Damiere Byrd,WR,ATL,NA,NA,1.08,13.77,NA,NA,0.08,0,0,NA,0,NA,1.81,NA,damiere-byrd,NumberFire,12464,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.56,#23,254,108,2.36,2.92,3000,0.97,2.36,10,0.24,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,LV,NA,NA,1.12,14.04,NA,NA,0.07,0,0,NA,0,NA,1.79,NA,mack-hollins,NumberFire,13289,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.95,5.53,#2,257,110,2.36,2.93,4200,0.7,2.36,15,0.16,NA,NA,NA,NA,NA,NA
Tre'Quan Smith,WR,NO,NA,NA,1.17,14.05,NA,NA,0.07,0,0,NA,0,NA,1.78,NA,tre-quan-smith,NumberFire,13645,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.52,#9,259,111,2.39,2.99,3000,1,2.39,10,0.24,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,NA,1.28,13.27,NA,NA,0.08,0,0,NA,0,NA,1.75,NA,jamal-agnew,NumberFire,13308,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98,5.48,#26,264,112,2.39,3.06,3000,1.02,2.39,10,0.24,NA,NA,NA,NA,NA,NA
N'Keal Harry,WR,CHI,NA,NA,0.84,10.78,NA,NA,0.07,0,0,NA,0,NA,1.5,NA,n-keal-harry,NumberFire,14101,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.14,#32,271,113,1.9,2.33,3000,0.78,1.9,10,0.19,NA,NA,NA,NA,NA,NA
Amari Rodgers,WR,HOU,NA,NA,0.94,11.89,NA,NA,0.06,0,0,NA,0,NA,1.49,NA,amari-rodgers,NumberFire,15297,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.12,#25,273,114,1.96,2.46,3400,0.72,1.96,10,0.2,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,PHI,NA,NA,0.94,10.46,NA,NA,0.07,0,0,NA,0,NA,1.48,NA,zach-pascal,NumberFire,13488,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15,5.11,#15,274,115,1.94,2.41,3000,0.8,1.94,10,0.19,NA,NA,NA,NA,NA,NA
Sammy Watkins,WR,BAL,NA,NA,0.86,10.97,NA,NA,0.06,0,0,NA,0,NA,1.43,NA,sammy-watkins,NumberFire,11670,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,5.04,#12,276,116,1.87,2.31,3300,0.7,1.87,10,0.19,NA,NA,NA,NA,NA,NA
Samori Toure,WR,GB,NA,NA,0.79,9.9,NA,NA,0.07,0,0,NA,0,NA,1.35,NA,samori-toure,NumberFire,15841,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,4.94,#20,281,117,1.77,2.18,3000,0.73,1.77,10,0.18,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,NA,0.8,9.99,NA,NA,0.05,0,0,NA,0,NA,1.26,NA,ashton-dulin,NumberFire,14315,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.81,#27,282,118,1.68,2.09,3400,0.61,1.68,10,0.17,NA,NA,NA,NA,NA,NA
Keelan Cole,WR,LV,NA,NA,0.74,9.64,NA,NA,0.04,0,0,NA,0,NA,1.2,NA,keelan-cole,NumberFire,13412,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,4.73,#2,284,119,1.55,1.93,3000,0.64,1.55,10,0.16,NA,NA,NA,NA,NA,NA
Daylen Baldwin,WR,CLE,NA,NA,0.76,9.58,NA,NA,0.04,0,0,NA,0,NA,1.17,NA,daylen-baldwin,NumberFire,16125,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.69,#7,286,120,1.56,1.95,3000,0.65,1.56,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Johnson,WR,NYG,NA,NA,0.7,9.05,NA,NA,0.04,0,0,NA,0,NA,1.15,NA,marcus-johnson,NumberFire,13387,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.66,#14,288,121,1.48,1.84,3000,0.61,1.48,10,0.15,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,0.6,7.76,NA,NA,0.05,0,0,NA,0,NA,1.04,NA,khalil-shakir,NumberFire,15761,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,4.52,#10,294,122,1.36,1.67,3000,0.56,1.36,10,0.14,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,TB,NA,NA,0.65,7.6,NA,NA,0.04,0,0,NA,0,NA,0.99,NA,scotty-miller,NumberFire,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47,4.45,#18,296,123,1.31,1.64,3000,0.55,1.31,10,0.13,NA,NA,NA,NA,NA,NA
Kyle Philips,WR,TEN,NA,NA,0.66,7.91,NA,NA,0.03,0,0,NA,0,NA,0.97,NA,kyle-philips,NumberFire,15901,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48,4.42,#4,298,124,1.28,1.62,3000,0.54,1.28,10,0.13,NA,NA,NA,NA,NA,NA
Danny Gray,WR,SF,NA,NA,0.57,6.99,NA,NA,0.04,0,0,NA,0,NA,0.95,NA,danny-gray,NumberFire,15782,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.49,4.39,#31,299,125,1.2,1.5,3000,0.5,1.2,10,0.12,NA,NA,NA,NA,NA,NA
Breshad Perriman,WR,TB,NA,NA,0.37,5.52,NA,NA,0.03,0.26,1.46,NA,0.01,NA,0.94,NA,breshad-perriman,NumberFire,12197,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.38,#18,301,126,1.1,1.3,3000,0.43,1.1,10,0.11,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,0.41,5.11,NA,NA,0.03,0.31,1.71,NA,0.01,NA,0.92,NA,kavontae-turpin,NumberFire,15981,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.35,#16,302,127,1.09,1.31,3000,0.44,1.09,10,0.11,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WSH,NA,NA,0.53,6.82,NA,NA,0.04,0,0,NA,0,NA,0.9,NA,dyami-brown,NumberFire,15292,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53,4.33,#22,307,128,1.17,1.44,3000,0.48,1.17,10,0.12,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,0.44,5.97,NA,NA,0.04,0,0,NA,0,NA,0.85,NA,jameson-williams,NumberFire,15756,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.56,4.26,#29,309,129,1.06,1.28,3400,0.38,1.06,10,0.11,NA,NA,NA,NA,NA,NA
Jalen Reagor,WR,MIN,NA,NA,0.43,4.92,NA,NA,0.03,0.25,1.36,NA,0.01,NA,0.84,NA,jalen-reagor,NumberFire,14839,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.25,#19,311,130,1.04,1.28,3000,0.43,1.04,10,0.1,NA,NA,NA,NA,NA,NA
Robbie Anderson,WR,ARI,NA,NA,0.63,6.66,NA,NA,0.03,0,0,NA,0,NA,0.83,NA,robby-anderson,NumberFire,12930,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.23,#30,312,131,1.14,1.47,3000,0.49,1.14,10,0.11,NA,NA,NA,NA,NA,NA
